Unnamed: 0,tweet,tweet_processed,label
359,Our last group of 2016 was our new  project (even more relevant at this time of year) & they laid on some welcoming festive food  pic.twitter.com/AOwwxTDona,our last group of be our new project even more relevant at this time of year they lay on some welcome festive food,0
360," creeps inside when not the entire world becomes silent, but the one you care most. ",creep inside when not the entire world become silent but the one you care most,0
361,Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!,be doesnt mean youre lonely be feel alone in a with someone who cant or wont connect,0
362,IN The heart of every Human being there's is a sense of  which cannot be put out expect by being close to Allah,in the heart of every human be there be a sense of which cannot be put out expect by be close to allah,0
363,"""We live as we dream - alone"" (Joseph Conrad)  ",we live a we dream alone joseph conrad,0
364,is a choice  is a mild side effects u get used to it :)  pic.twitter.com/PJxqvRw1TF,be a choice be a mild side effect You get use to it,0
365,Social connections are important throughout our lives!     pic.twitter.com/cTBXNnn3IL,social connection be important throughout our life,0
369,If you don't open up your heart and life to someone;  is guaranteed to eat you alive!!!!,if you dont open up your heart and life to someone be guarantee to eat you alive,0
371,My new friend from the Memory Cafe supporting & raising money to help those with    pic.twitter.com/YuN4foPKLY,my new friend from the memory cafe support raise money to help those with,0
372,"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",he may not act like it but it be true,0
373," by : Bleak melodies & beats, beautiful voice and gloomy verses about today's world. Brilliant! One of the best in 2016.",by bleak melody beat beautiful voice and gloomy verse about todays world brilliant one of the best in,0
374,Dems after Kerry's speech???±???µ???·  pic.twitter.com/FpduyGjA7M,dems after kerrys speech,0
375,We had  in a sea of ,we have in a sea of,0
376,My album of the year was   - few artists have managed to convey the modern world's horrors so beautifully. Bold move.,my album of the year be few artist have manage to convey the modern world horror so beautifully bold move,0
377,@ANOHNItweets  some albums simply stand out ,some album simply stand out,0
379,Top Musique 2016 :  N2 :    pic.twitter.com/wRsdJ4Av6z,top musique n2,0
381,8 years of having to endure Obama!,year of have to endure obama,0
382,Michelle Obama's Feelings of  are a Bellweather for the country: It Tells us We are Moving in the Right Direction!  ,michelle obamas feeling of be a bellweather for the country it tell u we be move in the right direction,0
384,"The  lost the , seats in both House and Senate, in votes by the people. Clearly rejecting this notion of .",the lose the seat in both house and senate in vote by the people clearly reject this notion of,0
385,"Since RED China entered the WTO, 70,000 U.S. factories have closed. - D. Trump  ",since red china enter the wto u factory have close d trump,0
386,Michelle O was clearly referring to life where she pays for her own vacations and doesn't have servants at her beck and call ,michelle o be clearly refer to life where she pay for her own vacation and doesnt have servant at her beck and call,0
387,"Being a Debbie Downer is a neglected mental disability. The buzz word  is code for lacks resilience, has no faith, fearful.",be a debbie downer be a neglected mental disability the buzz word be code for lack resilience have no faith fearful,0
388,"Life is a privilege. Don't waste it on the b.s. emotion of . Celebrate life's silver linings, be parent and inspired.",life be a privilege dont waste it on the bs emotion of celebrate life silver lining be parent and inspire,0
389,If my own mother had used the profane term  or  in our home we would have sued her then removed her from our home.,if my own mother have use the profane term or in our home we would have sue her then remove her from our home,0
390,exists in places places of lawlessness or dysfunctional governing management,exists in place place of lawlessness or dysfunctional governing management,0
391,Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing ...   pic.twitter.com/tPhsJPCDdf,hopeless zone where privileged american level be not progress,0
392,We can never allow degradation of self so low by external events that we as human beings ever give up or give in to feeling .â¦,we can never allow degradation of self so low by external event that we a human being ever give up or give in to feel,0
393,", that was the eighties ,,wot we hav now is .",that be the eighty wot we hav now be,0
394,2008 - 2016 has been most uninspiring time in USA history.   run amok. Call it .,have be most uninspiring time in usa history run amok call it,0
395,End of the Obama Administration.   pic.twitter.com/RZGeOg6xH0,end of the obama administration,0
396,Reject . Turn off your tv's or media emitting PsyOps sentiment analysis algorithms of hopelessness. Choose ! ???????¼??¯??¼??¼â¦,reject turn off your tv or medium emit psyops sentiment analysis algorithm of hopelessness choose,0
397,Sentiment analysis algorithms from Democrats and Mrs. Obama are designed to engineer . Reject it in its entirety.,sentiment analysis algorithm from democrat and mrs obama be design to engineer reject it in it entirety,0
398,No Michelle Obama USA is NOT entering a time of . Actually now that barrack is leaving we have GREAT  for our future! ,no michelle obama usa be not enter a time of actually now that barrack be leave we have great for our future,0
399,"The Audacity of  Whom are the ""We""  represents? Oh I get it... It's the pecker in the girls potty people??",the audacity of whom be the we represent oh i get it it the pecker in the girl potty people,0
400,'s  is our . What's yours?,s be our whats yours,0
401,The reason for things fall apart &  is . The world & including the church have to make Jesus the centre.  pic.twitter.com/CGRJhSkkL5,the reason for thing fall apart be the world include the church have to make jesus the centre,0
402,Maybe this IT chaebol is future Wang So. ,maybe this it chaebol be future wang so,0
