Unnamed: 0,tweet,tweet_processed
260,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",and if the black dog come for me again this new year perhaps this time i will have a brighter lantern to face the night
261,I've never dream to love him,ive never dream to love him
262,"RT WeedFeed ""Physicians have Recommended  for the Treatment of  Since 1621 -    pic.twitter.com/LboHmD9dj9""",weedfeed physician have recommend for the treatment of since
263,"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ",worry do not empty tomorrow of it trouble it empty today of it strength
264,"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",anxiety be like a tornado the most violent horrific and destructive atmospheric phenomenon
265,I really wish I would have more time to draw blog  about . I'm sure they'd be helpful to many...,i really wish i would have more time to draw blog about im sure theyd be helpful to many
266,Holiday  and  is common. Design your own holiday celebration. ,holiday and be common design your own holiday celebration
267,Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,laughter be vital medicine if you suffer or have a giggle on me
268,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,be in the news a lot for treat and other condition but what be it contact u to learn more
269,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,talk about suicidal ideation with a friend last nightshe confess to have a plan of jump off a bridgei have no idea
270,ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,ur best be plenty good enough anyone or anything that be meant udont let ppl nor circumstance kill you
271,RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year,talkspace cost company 52 billionyear in absenteeism reduce productivity result in million lost work daysyear
272,"On topic of famous people , apparently stuff needs to be put in place for mental illness. What about non famous people ",on topic of famous people apparently stuff need to be put in place for mental illness what about non famous people
273,Tripped hard today! This is promising!   ,trip hard today this be promise
274,if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,if id know it be go to go from sunny yesterday to cloudy today i still wouldnt have do anything differently
275,"After reading about  in academia, I feel like secretly hanging up some posters about the topic around my old university ...",after read about in academia i feel like secretly hang up some poster about the topic around my old university
276,"You aren't worthless, you are priceless You are important to someone and they'd miss you if you were gone   ",you arent worthless you be priceless you be important to someone and theyd miss you if you be go
277,"We are open all through this  for info, advice or even a chat: 0800 4 70 80 90    pic.twitter.com/0g6kGdIoPI",we be open all through this for info advice or even a chat
278,"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â¦",billion a well write thoughtprovoking mind illuminate book to unite connect save humanity
279,Happy New Year from !  We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com/zMsgPqkfbi,happy new year from we hope it be a year fill with joy and that we can work together to tackle in australia
280,"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  ",beautiful delightful noble memorable a be the world i yet be well content in my shady crevice christina rossetti
281,Loneliness causes so much pain. Besides it teaches u how to overcome all the pains.   pic.twitter.com/gZA1jsFI54,loneliness cause so much pain besides it teach You how to overcome all the pain
282,Don't let panic and  cause you to say YES to someone when everything within you is saying NO!,dont let panic and cause you to say yes to someone when everything within you be say no
283,"Christmas means ""Love Actually"" for me.    ??¥?????­",christmas mean love actually for me
284,Not a new thing Am use to it  â feeling lonely,not a new thing be use to it feel lonely
285,"What is the base of the power? When it can be definite ""power""?The loneliness or the company create it?   ",what be the base of the power when it can be definite powerthe loneliness or the company create it
286,"People experience ,  in old age, for living alone or due to lack of close family ties and connections.  pic.twitter.com/dlGIALueNn",people experience in old age for live alone or due to lack of close family tie and connection
287,"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.  ",be it a crime to have few friend to be sensitive to overwhelm problem and injustice in the world hope no
288,God's  is the antidote to . He will never leave us. ,god be the antidote to he will never leave u
